Section_Name,Content,Approved/Disapproved,Blanks,signature,final_response,Content_modified,Category,Entity Dictionary,Final_signature
Information for Female Patients of Child-bearing Potential,"Women who are pregnant or breastfeeding and who wish to become pregnant or breastfeed cannot participate in the study. While you are taking part in this study, pregnancy prevention is necessary to protect both mother and developing baby from harm. During receiving the study treatment, nivolumab, ipilimumab, sorafenib, or lenvatinib may be present in breast milk. Mothers must not breastfeed because we do not know whether these drugs would be safe for a baby to drink at the present time. During the study period and for 5 months (if you receive nivolumab plus ipilimumab followed by nivolumab alone), 40 days (if you receive sorafenib), or 36 days (if you receive lenvatinib) after the last dose of study treatment, you should not become pregnant or breastfeed. During these periods, you must use a highly effective method of birth control to prevent pregnancy.",,,yes,yes,"Women who are pregnant or breastfeeding and who wish to become pregnant or breastfeed cannot participate in the study. While you are taking part in this study, pregnancy prevention is necessary to protect both mother and developing baby from harm. During receiving the study treatment, nivolumab, ipilimumab, sorafenib, or lenvatinib may be present in breast milk. Mothers must not breastfeed because we do not know whether these drugs would be safe for a baby to drink at the present time. During the study period and for 5 months (if you receive nivolumab plus ipilimumab followed by nivolumab alone), 40 days (if you receive sorafenib), or 36 days (if you receive lenvatinib) after the last dose of study treatment, you should not become pregnant or breastfeed. During these periods, you must use a highly effective method of birth control to prevent pregnancy.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Information for Female Patients of Child-bearing Potential,It is important to contact your study doctor if:,,,yes,yes,"It is important to contact your study doctor if:
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Information for Female Patients of Child-bearing Potential,Bullet- you have difficulty following the study doctorÃ¢ÂÂs contraception (birth control) advice,,,yes,yes,"Bullet- you have difficulty following the study doctorÃ¢ÂÂs contraception (birth control) advice
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Information for Female Patients of Child-bearing Potential,Bullet- your normal period is late or is missed,,,yes,yes,"Bullet- your normal period is late or is missed
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Information for Female Patients of Child-bearing Potential,Bullet- you think for any other reason you might be pregnant,,,yes,yes,"Bullet- you think for any other reason you might be pregnant
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Information for Female Patients of Child-bearing Potential,Bullet- you start to take any medication or non-prescription supplements without the study doctorÃ¢ÂÂs approval,,,yes,yes,"Bullet- you start to take any medication or non-prescription supplements without the study doctorÃ¢ÂÂs approval
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Information for Female Patients of Child-bearing Potential,Bullet- you change the method of birth control,,,yes,yes,"Bullet- you change the method of birth control
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Information for Female Patients of Child-bearing Potential,See section Ã¢ÂÂ2. Purpose and methods of the clinical trial.Ã¢ÂÂ If you become pregnant during this study:,,,yes,yes,"See section Ã¢ÂÂ2. Purpose and methods of the clinical trial.Ã¢ÂÂ If you become pregnant during this study:
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Information for Female Patients of Child-bearing Potential,"Bullet- You will discontinue nivolumab, ipilimumab, sorafenib, or lenvatinib immediately. You will be instructed about continued use of other medications.",,,yes,yes,"Bullet- You will discontinue nivolumab, ipilimumab, sorafenib, or lenvatinib immediately. You will be instructed about continued use of other medications.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Information for Female Patients of Child-bearing Potential,"Bullet- The study doctor will help you understand how nivolumab, ipilimumab, sorafenib, or lenvatinib might affect your pregnancy. This will be based on all the information available at that time.",,,yes,yes,"Bullet- The study doctor will help you understand how nivolumab, ipilimumab, sorafenib, or lenvatinib might affect your pregnancy. This will be based on all the information available at that time.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Information for Female Patients of Child-bearing Potential,"Bullet- You will be referred to other doctors for prenatal medical care. Your study doctor will be available to counsel other doctors about how nivolumab, ipilimumab, sorafenib, or lenvatinib might affect your pregnancy.",,,yes,yes,"Bullet- You will be referred to other doctors for prenatal medical care. Your study doctor will be available to counsel other doctors about how nivolumab, ipilimumab, sorafenib, or lenvatinib might affect your pregnancy.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Information for Female Patients of Child-bearing Potential,Bullet- The study doctor will ask for your permission to follow the progress of your pregnancy. This information will be reported to the study sponsor and used to advise other women who become pregnant while taking the study medication.,,,yes,yes,"Bullet- The study doctor will ask for your permission to follow the progress of your pregnancy. This information will be reported to the study sponsor and used to advise other women who become pregnant while taking the study medication.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Information for Female Patients of Child-bearing Potential,"If you become pregnant during the study, your pregnancy and its outcome will be reported to the sponsor. Your doctor will discuss this with you, in addition to options for additional appropriate care for your cancer. The sponsor has not set aside any funds to pay for any aspects of obstetric, child, or related care and does not plan to pay for them. In addition, you will be requested to provide medical information about your pregnancy, its outcome, the date of conception, medications/medical treatments that you have taken/received or may take/receive during your pregnancy, and, if appropriate, information about the birth and health of your baby, including sex, birth weight, and size.",,,yes,yes,"If you become pregnant during the study, your pregnancy and its outcome will be reported to the sponsor. Your doctor will discuss this with you, in addition to options for additional appropriate care for your cancer. The sponsor has not set aside any funds to pay for any aspects of obstetric, child, or related care and does not plan to pay for them. In addition, you will be requested to provide medical information about your pregnancy, its outcome, the date of conception, medications/medical treatments that you have taken/received or may take/receive during your pregnancy, and, if appropriate, information about the birth and health of your baby, including sex, birth weight, and size.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Information for Male Patients with Partners of Childbearing Potential,Sexual partner(s) of a male patient can be exposed to the study drug because small amounts of investigational drugs may be present in semen. We do not know how the study drug makes an impact on the pregnancy or developing baby.,,,yes,yes,"Sexual partner(s) of a male patient can be exposed to the study drug because small amounts of investigational drugs may be present in semen. We do not know how the study drug makes an impact on the pregnancy or developing baby.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Information for Male Patients with Partners of Childbearing Potential,"Participants must agree to the following for the duration of the study and for 7 months (if you receive nivolumab plus ipilimumab followed by nivolumab alone), 100 days (if you receive sorafenib), or 96 days (if you receive lenvatinib) after the last dose of study treatment:",,,yes,yes,"Participants must agree to the following for the duration of the study and for 7 months (if you receive nivolumab plus ipilimumab followed by nivolumab alone), 100 days (if you receive sorafenib), or 96 days (if you receive lenvatinib) after the last dose of study treatment:
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Information for Male Patients with Partners of Childbearing Potential,Bullet- You must not father a child.,,,yes,yes,"Bullet- You must not father a child.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Information for Male Patients with Partners of Childbearing Potential,Bullet- Use a male condom.,,,yes,yes,"Bullet- Use a male condom.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Information for Male Patients with Partners of Childbearing Potential,Bullet- Tell your sexual partner(s) about your participation in this study.,,,yes,yes,"Bullet- Tell your sexual partner(s) about your participation in this study.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Information for Male Patients with Partners of Childbearing Potential,"Bullet- Because seminal fluid might contain traces of the study drug at exposures sufficient to potentially cause fetal toxicity,tell the study doctor if penile penetration (vaginal, anal, oral) occurred and you were not using a condom.",,,yes,yes,"Bullet- Because seminal fluid might contain traces of the study drug at exposures sufficient to potentially cause fetal toxicity,tell the study doctor if penile penetration (vaginal, anal, oral) occurred and you were not using a condom.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Information for Male Patients with Partners of Childbearing Potential,"Bullet- Tell the study doctor if your partner becomes pregnant during the clinical trial. While your partner is pregnant or breastfeeding, you must agree to remain abstinent from penile vaginal intercourse or use a male condom during each episode of penile penetration. You and your partner will be asked to provide information about the pregnancy outcome. Details about that information will be explained in a separate information sheet and informed consent form.",,,yes,yes,"Bullet- Tell the study doctor if your partner becomes pregnant during the clinical trial. While your partner is pregnant or breastfeeding, you must agree to remain abstinent from penile vaginal intercourse or use a male condom during each episode of penile penetration. You and your partner will be asked to provide information about the pregnancy outcome. Details about that information will be explained in a separate information sheet and informed consent form.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Information for Male Patients with Partners of Childbearing Potential,"Bullet- If your sexual partner is pregnant (or becomes pregnant during the study) or is breastfeeding, you must agree to",,,yes,yes,"Bullet- If your sexual partner is pregnant (or becomes pregnant during the study) or is breastfeeding, you must agree to
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Information for Male Patients with Partners of Childbearing Potential,"Bullet- have no penile intercourse (vaginal, anal, oral), or",,,yes,yes,"Bullet- have no penile intercourse (vaginal, anal, oral), or
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Information for Male Patients with Partners of Childbearing Potential,Bullet- use a male condom during each episode of penile penetration,,,yes,yes,"Bullet- use a male condom during each episode of penile penetration
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Information for Male Patients with Partners of Childbearing Potential,Bullet- Do not donate sperm.,,,yes,yes,"Bullet- Do not donate sperm.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Information for Male Patients with Partners of Childbearing Potential,"If you are a male patient, you must inform your sexual partner(s) of your participation in a clinical drug study and the need to comply with contraception instructions as directed by the investigator.",,,yes,yes,"If you are a male patient, you must inform your sexual partner(s) of your participation in a clinical drug study and the need to comply with contraception instructions as directed by the investigator.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Requirements for contraception,Your study doctor is familiar with the different forms of acceptable contraception for you and your sexual partner(s) (see table below) and will be able to provide advice about which method might be required to be used for participation in this study.,,,yes,yes,"Your study doctor is familiar with the different forms of acceptable contraception for you and your sexual partner(s) (see table below) and will be able to provide advice about which method might be required to be used for participation in this study.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Requirements for contraception,Methods of contraception approved in Japan:,,,yes,yes,"Methods of contraception approved in Japan:
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Expected Effects and Benefits,"If you decide not to be in the study, the study doctor will discuss with you other treatment options and inform you about the risks and benefits of alternative treatment. Other treatments available for your condition include:",,,yes,yes,"If you decide not to be in the study, the study doctor will discuss with you other treatment options and inform you about the risks and benefits of alternative treatment. Other treatments available for your condition include:
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Expected Effects and Benefits,"Bullet- Getting treatment or care for your cancer without being in a study,",,,yes,yes,"Bullet- Getting treatment or care for your cancer without being in a study,
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Expected Effects and Benefits,Bullet- Taking part in another clinical study. Risks and benefits vary depending on the clinical study you participate in.,,,yes,yes,"Bullet- Taking part in another clinical study. Risks and benefits vary depending on the clinical study you participate in.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Duration of the study participation,"If you are enrolled, you will receive study drug treatment until your disease progresses or the side effects are not acceptable. In some cases, the study doctor may decide that you may continue to receive treatment after your disease progresses. If you are assigned to receive nivolumab plus ipilimumab followed by nivolumab alone, you will stop receiving study treatment 2 years after you receive your first study treatment.",,,yes,yes,"If you are enrolled, you will receive study drug treatment until your disease progresses or the side effects are not acceptable. In some cases, the study doctor may decide that you may continue to receive treatment after your disease progresses. If you are assigned to receive nivolumab plus ipilimumab followed by nivolumab alone, you will stop receiving study treatment 2 years after you receive your first study treatment.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Duration of the study participation,"When you stop or complete study treatments, your study doctor will continue to assess your health condition. You will have follow-up visits approximately 30 and 100 days after your last dose of study drug, and then the study coordinator will follow-up with you every 3 months until you stop the study or complete the study.",,,yes,yes,"When you stop or complete study treatments, your study doctor will continue to assess your health condition. You will have follow-up visits approximately 30 and 100 days after your last dose of study drug, and then the study coordinator will follow-up with you every 3 months until you stop the study or complete the study.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
"The fact that even if you consent to participate in the clinical trial, you can withdraw consent at any time","Your participation in this study is entirely voluntary. It is up to you to decide whether to take part or not. If you decide to participate in this study, please sign the Informed Consent Form. Even if you do decide to take part,",,,yes,yes,"Your participation in this study is entirely voluntary. It is up to you to decide whether to take part or not. If you decide to participate in this study, please sign the Informed Consent Form. Even if you do decide to take part,
I agree to the above statement",Certificate,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
"The fact that even if you consent to participate in the clinical trial, you can withdraw consent at any time","you are free to discontinue treatment or withdraw consent from the study at any time without giving a reason. This will not affect your future medical care in any way. If you choose to withdraw consent, please inform your study doctor or study coordinator verbally or by submitting the attached Consent Withdrawal Form.",,,yes,yes,"you are free to discontinue treatment or withdraw consent from the study at any time without giving a reason. This will not affect your future medical care in any way. If you choose to withdraw consent, please inform your study doctor or study coordinator verbally or by submitting the attached Consent Withdrawal Form.
I agree to the above statement",Certificate,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
"The fact that even if you consent to participate in the clinical trial, you can withdraw consent at any time","If you decide to leave the study, you should contact the study doctor who will explain the safest way to end participation, which may involve the completion of some final tests and examinations. You should also contact your primary care doctor so that he/she can provide you with the best course of continuing care.",,,yes,yes,"If you decide to leave the study, you should contact the study doctor who will explain the safest way to end participation, which may involve the completion of some final tests and examinations. You should also contact your primary care doctor so that he/she can provide you with the best course of continuing care.
I agree to the above statement",Certificate,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
"The fact that even if you consent to participate in the clinical trial, you can withdraw consent at any time","Remember that section Ã¢ÂÂ2. Purpose and methods of the clinical trialÃ¢ÂÂ describes follow-up activities that may begin after you decide to stop study treatments. If you decide to stop study treatments, your study doctor will not presume that you have withdrawn from the study, but will assume that you will continue to participate in any follow-up activities described in the section Ã¢ÂÂ2. Purpose and methods of the clinical trial.Ã¢ÂÂ If you do not want to participate in any or all follow-up activities, you must inform your study doctor with the Consent Withdrawal Form and clearly identify the activities you do not want.",,,yes,yes,"Remember that section Ã¢ÂÂ2. Purpose and methods of the clinical trialÃ¢ÂÂ describes follow-up activities that may begin after you decide to stop study treatments. If you decide to stop study treatments, your study doctor will not presume that you have withdrawn from the study, but will assume that you will continue to participate in any follow-up activities described in the section Ã¢ÂÂ2. Purpose and methods of the clinical trial.Ã¢ÂÂ If you do not want to participate in any or all follow-up activities, you must inform your study doctor with the Consent Withdrawal Form and clearly identify the activities you do not want.
I agree to the above statement",Certificate,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
"The fact that even if you consent to participate in the clinical trial, you can withdraw consent at any time","Please note that even if you withdraw consent for further follow-up or contacts, if your study doctor becomes aware of additional safety information this will be reported to the sponsor in order to comply with legal or regulatory requirements.",,,yes,yes,"Please note that even if you withdraw consent for further follow-up or contacts, if your study doctor becomes aware of additional safety information this will be reported to the sponsor in order to comply with legal or regulatory requirements.
I agree to the above statement",Certificate,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
"The fact that even if you consent to participate in the clinical trial, you can withdraw consent at any time",Note that your study doctor may end your participation in this study if he/she feels this is in your best interest or if the study is stopped early.,,,yes,yes,"Note that your study doctor may end your participation in this study if he/she feels this is in your best interest or if the study is stopped early.
I agree to the above statement",Certificate,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
The fact that not consenting to participate in the clinical trial or discontinuing participation will not cause you to suffer any disadvantages,"Even if you do decide to take part, you are free to discontinue treatment or withdraw consent from the study at any time without giving a reason. This will not affect your future medical care in any way.",,,yes,yes,"Even if you do decide to take part, you are free to discontinue treatment or withdraw consent from the study at any time without giving a reason. This will not affect your future medical care in any way.
I agree to the above statement",Certificate,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
The fact that your privacy will be protected,"Information related to you will not be known to people other than the concerned parties who are listed in this chapter. In addition, your personal information will be handled and protected according to applicable laws/ordinances or regulations, etc., and also when the information is used, related laws/ordinances or regulations, etc. will be applied.",,,yes,yes,"Information related to you will not be known to people other than the concerned parties who are listed in this chapter. In addition, your personal information will be handled and protected according to applicable laws/ordinances or regulations, etc., and also when the information is used, related laws/ordinances or regulations, etc. will be applied.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
"The fact that personnel of the company sponsoring the clinical trial (monitors, auditors), members of the institutional review board of this hospital that reviews clinical trials, and some limited personnel from domestic and foreign regulatory authorities may view your hospital records, on condition that your privacy should be protected",,,,yes,yes,"
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Study Data and Anonymized Study Data,"The study doctor will collect your information related to this study; your name, address, contact information, birth date, medical history, physical findings <race, tribe, lifestyle and sex life>, and your samples/images (e.g., results of biological tissues such as liver tissue, etc., blood, urine, and imaging tests). Information related to you that are collected as above is called Ã¢ÂÂStudy Data.Ã¢ÂÂ",,,yes,yes,"The study doctor will collect your information related to this study; your name, address, contact information, birth date, medical history, physical findings <race, tribe, lifestyle and sex life>, and your samples/images (e.g., results of biological tissues such as liver tissue, etc., blood, urine, and imaging tests). Information related to you that are collected as above is called Ã¢ÂÂStudy Data.Ã¢ÂÂ
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Study Data and Anonymized Study Data,"In addition, the study doctor will anonymize your Ã¢ÂÂStudy DataÃ¢ÂÂ by using combinations of alphabets and numbers, instead of your name. The study doctor will retain a list of combinations of alphabets and numbers with your name, and only limited persons can see the list. Ã¢ÂÂStudy DataÃ¢ÂÂ that are anonymized are called Ã¢ÂÂAnonymized",,,yes,yes,"In addition, the study doctor will anonymize your Ã¢ÂÂStudy DataÃ¢ÂÂ by using combinations of alphabets and numbers, instead of your name. The study doctor will retain a list of combinations of alphabets and numbers with your name, and only limited persons can see the list. Ã¢ÂÂStudy DataÃ¢ÂÂ that are anonymized are called Ã¢ÂÂAnonymized
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Study Data and Anonymized Study Data,"Study DataÃ¢ÂÂ and such data are entered in the computer database for the study. Information that can identify your name thus you among Anonymized Data will always be kept confidential, and never be released in any edited materials, study reports, or published materials.",,,yes,yes,"Study DataÃ¢ÂÂ and such data are entered in the computer database for the study. Information that can identify your name thus you among Anonymized Data will always be kept confidential, and never be released in any edited materials, study reports, or published materials.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Study Data and Anonymized Study Data,"By signing the Informed Consent Form, you agree that Ã¢ÂÂStudy DataÃ¢ÂÂ and Ã¢ÂÂAnonymized Study DataÃ¢ÂÂ are accessed to or used for this study by the concerned parties in the range described in Table 1. Information related to you will not be known to people other than the concerned parties who are listed in this chapter. In addition, your personal information will be handled and protected according to applicable laws/ordinances or regulations, etc., and also when the information is used, related laws/ordinances or regulations, etc. will be applied.",,,yes,yes,"By signing the Informed Consent Form, you agree that Ã¢ÂÂStudy DataÃ¢ÂÂ and Ã¢ÂÂAnonymized Study DataÃ¢ÂÂ are accessed to or used for this study by the concerned parties in the range described in Table 1. Information related to you will not be known to people other than the concerned parties who are listed in this chapter. In addition, your personal information will be handled and protected according to applicable laws/ordinances or regulations, etc., and also when the information is used, related laws/ordinances or regulations, etc. will be applied.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Study Data and Anonymized Study Data,"If you visit any other hospitals during the study period or after the end of the study and it is necessary to further evaluate the safety or efficacy of the study drug, the study doctor may make inquiries about your treatment status and be provided with information on your treatment status. Information provided to the study doctor will be, similar to Study Data, accessed to or used to the extent necessary by the concerned parties in the range described in Table 1. By signing the Informed Consent Form, you also accept this matter.",,,yes,yes,"If you visit any other hospitals during the study period or after the end of the study and it is necessary to further evaluate the safety or efficacy of the study drug, the study doctor may make inquiries about your treatment status and be provided with information on your treatment status. Information provided to the study doctor will be, similar to Study Data, accessed to or used to the extent necessary by the concerned parties in the range described in Table 1. By signing the Informed Consent Form, you also accept this matter.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Users and Purposes of Study Data and Anonymized Study Data,Table 1 shows the range of parties who access to and use Study Data and Anonymized Study Data and the purposes of the use of these data.,,,yes,yes,"Table 1 shows the range of parties who access to and use Study Data and Anonymized Study Data and the purposes of the use of these data.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Handling of Study Data/Anonymized Study Data when You Stop Participating in the Study,"Please inform your study doctor or study coordinator verbally or by submitting the attached Consent Withdrawal Form if you want to stop participating in the study. If you do not want the Study Data/Anonymized Study Data, which were obtained before the date of the notification, to be used, inform the study doctor.",,,yes,yes,"Please inform your study doctor or study coordinator verbally or by submitting the attached Consent Withdrawal Form if you want to stop participating in the study. If you do not want the Study Data/Anonymized Study Data, which were obtained before the date of the notification, to be used, inform the study doctor.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Handling of Study Data/Anonymized Study Data when You Stop Participating in the Study,"However, if the Study Data/Anonymized Study Data have already been used and it is not possible to take out your data only, your data may be continued to be used. In addition, after you stop participating in the study, the study doctor may continue to make inquiries about your visit status to other medical institutions you visit if this is necessary to report the safety aspect of the study to the health authorities.",,,yes,yes,"However, if the Study Data/Anonymized Study Data have already been used and it is not possible to take out your data only, your data may be continued to be used. In addition, after you stop participating in the study, the study doctor may continue to make inquiries about your visit status to other medical institutions you visit if this is necessary to report the safety aspect of the study to the health authorities.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Access to and Corrections of Study Data (before Anonymization),"Based on the Act on the Protection of Personal Information and related ministerial ordinances, etc., you can request the study doctor to provide you the access to Study Data that can identify you, and if there are any errors in the data, you can request to correct them.",,,yes,yes,"Based on the Act on the Protection of Personal Information and related ministerial ordinances, etc., you can request the study doctor to provide you the access to Study Data that can identify you, and if there are any errors in the data, you can request to correct them.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Access to and Corrections of Study Data (before Anonymization),"However, the time when you can request the access or correct the records may be after the completion of the study in order to appropriately evaluate the study results.",,,yes,yes,"However, the time when you can request the access or correct the records may be after the completion of the study in order to appropriately evaluate the study results.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
Access to and Corrections of Study Data (before Anonymization),"Also, you can provide your Study Data to your primary care doctor.",,,yes,yes,"Also, you can provide your Study Data to your primary care doctor.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
"Confidentiality, Collection, Storage, and Use of Additional Research Samples (Optional)",Usable samples that remain after the completion of analyses in this study are called Ã¢ÂÂAdditional Research Samples (Optional).Ã¢ÂÂ,,,yes,yes,"Usable samples that remain after the completion of analyses in this study are called Ã¢ÂÂAdditional Research Samples (Optional).Ã¢ÂÂ
I agree to the above statement",Certificate,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
"Confidentiality, Collection, Storage, and Use of Additional Research Samples (Optional)","Additional Research Samples (Optional) may be used for researches other than this study unless you refuse such use. Table 2 shows the range of users and the purposes of such use. Additional Research Samples (Optional) are anonymized in the same way as Anonymized Study Data, so that information that can identify you will not be made public.",,,yes,yes,"Additional Research Samples (Optional) may be used for researches other than this study unless you refuse such use. Table 2 shows the range of users and the purposes of such use. Additional Research Samples (Optional) are anonymized in the same way as Anonymized Study Data, so that information that can identify you will not be made public.
I agree to the above statement",Certificate,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
"Confidentiality, Collection, Storage, and Use of Additional Research Samples (Optional)","You will not be paid, nor should you expect any direct benefit for providing samples and information for additional research (Optional), but additional research may add to the knowledge and understanding of medical conditions and how different people respond to drugs, or help in the development of new methods to diagnose and treat diseases.",,,yes,yes,"You will not be paid, nor should you expect any direct benefit for providing samples and information for additional research (Optional), but additional research may add to the knowledge and understanding of medical conditions and how different people respond to drugs, or help in the development of new methods to diagnose and treat diseases.
I agree to the above statement",Certificate,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
"Confidentiality, Collection, Storage, and Use of Additional Research Samples (Optional)",There are no costs to you or your health insurance even if you participate in additional research (Optional).,,,yes,yes,"There are no costs to you or your health insurance even if you participate in additional research (Optional).
I agree to the above statement",Certificate,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
<Table 2>,"Samples and obtained data will be retained confidentially in accordance with laws and regulations regarding the protection and safety of data. Your samples will not be sold to any other people or companies. Also, you will not be requested to provide new samples after the completion of this study.",,,yes,yes,"Samples and obtained data will be retained confidentially in accordance with laws and regulations regarding the protection and safety of data. Your samples will not be sold to any other people or companies. Also, you will not be requested to provide new samples after the completion of this study.
I agree to the above statement",Study,"{'Drug': 'Nivolumab', 'Disease': 'Hepatocellular Carcinoma', 'country': 'Japan'}",
